X1,site_name,address,city,long,lat,county,phone,website,status
152,Almaden/via Valiente Farmer Market,6902 Almaden Expy,San Jose,-121.84908,37.212337,Santa Clara,No formatted_phone_number listed,No website listed,CLOSED_TEMPORARILY
330,WALGREENS 5219,5 S 1st St,San Jose,-121.8905,37.33596,Santa Clara,(408) 287-0600,https://www.walgreens.com/locator/walgreens-780+e+santa+clara+st-san+jose-ca-95112/id=4372,CLOSED_PERMANENTLY
422,Princeton Plaza Cfm,1375 Blossom Hill Road,San Jose,-121.88917,37.2439,Santa Clara,(408) 248-6600,http://www.pancal.com/property/princeton-plaza/,CLOSED_TEMPORARILY
439,Cambrian Park Plaza Cfm,14900 Camden Ave,San Jose,-121.93043999999999,37.26162,Santa Clara,(916) 727-1005,http://www.cambrianparkplazashoppingcenter.com/,CLOSED_TEMPORARILY
442,Safeway 2934,100 S 2nd St,San Jose,-121.88805,37.334831,Santa Clara,(408) 292-4010,http://local.safeway.com/ca/san-jose-2934.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,CLOSED_PERMANENTLY
596,LA CANASTA GROCERY,3074 Monterey Hwy,San Jose,-121.84546999999999,37.288071,Santa Clara,(408) 227-5700,No website listed,CLOSED_PERMANENTLY
690,THE MILK PAIL DAIRY,2585 California St,Mountain View,-122.10998000000001,37.405445,Santa Clara,(650) 941-2505,http://www.milkpail.com/,CLOSED_PERMANENTLY
743,Super Gas & Mart,498 S 4th St,San Jose,-121.88186999999999,37.330284000000006,Santa Clara,(408) 295-4606,No website listed,CLOSED_PERMANENTLY
