,site_name,address,city,long,lat,county,hours
193,SAFEWAY  1505,905 1st St,Gilroy,-121.5891,37.013607,Santa Clara,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM"
194,Madina Halal Market,2268 Senter Rd,San Jose,-121.85008,37.310417,Santa Clara,"Monday: 10:00 AM – 6:00 PM
Tuesday: 10:00 AM – 6:00 PM
Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM"
195,Lucky 774,234 Saratoga Ave,Santa Clara,-121.96555,37.328583,Santa Clara,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM"
196,"Rica Panaderia, Inc. 3",1663 Tully Rd,San Jose,-121.82717,37.321632,Santa Clara,"Monday: 4:00 AM – 10:00 PM
Tuesday: 4:00 AM – 10:00 PM
Wednesday: 4:00 AM – 10:00 PM
Thursday: 4:00 AM – 10:00 PM
Friday: 4:00 AM – 10:00 PM
Saturday: 4:00 AM – 10:00 PM
Sunday: 4:00 AM – 10:00 PM"
197,Chavez Supermarket,2327 McKee Rd,San Jose,-121.84921000000001,37.366058,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
198,Mabury Market,788 N King Rd,San Jose,-121.86907,37.366562,Santa Clara,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM"
199,EARLS BOTTLE SHOP,299 S Capitol Ave,San Jose,-121.8325,37.358554999999996,Santa Clara,"Monday: 7:30 AM – 12:00 AM
Tuesday: 7:30 AM – 12:00 AM
Wednesday: 7:30 AM – 12:00 AM
Thursday: 7:30 AM – 12:00 AM
Friday: 7:30 AM – 1:00 AM
Saturday: 7:30 AM – 1:00 AM
Sunday: 7:30 AM – 12:00 AM"
200,Halal Market,583 Saratoga Ave,Santa Clara,-121.95475,37.341194,Santa Clara,"Monday: 10:00 AM – 8:00 PM
Tuesday: Closed
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 8:00 PM"
201,Lucky 763,844 Blossom Hill Rd,San Jose,-121.8568,37.250225,Santa Clara,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM"
202,Maiwand Market Of Santa Clara,2915 El Camino Real,Santa Clara,-121.97946999999999,37.352478000000005,Santa Clara,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM"
203,WALGREENS 2740,3460 El Camino Real,Santa Clara,-121.99217,37.352253000000005,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM"
204,SAFEWAY  1465,5146 Stevens Creek Blvd,San Jose,-121.99318999999998,37.323013,Santa Clara,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM"
205,Marina Brothers Inc./Marina Grocery,4148 Monterey Hwy,San Jose,-121.83511000000001,37.278095,Santa Clara,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM"
206,WALGREENS 02957,1660 Winchester Blvd,Campbell,-121.94986999999999,37.293071999999995,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM"
207,Diridon Market,98 Sunol St,San Jose,-121.90619,37.329082,Santa Clara,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:30 AM – 11:00 PM"
208,99 RANCH MARKET 61,1688 Hostetter Rd,San Jose,-121.88394,37.387691,Santa Clara,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM"
209,"NMSO, Inc. 68202",1598 Alum Rock Ave,San Jose,-121.85916999999999,37.351036,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
210,"NMSO, Inc. 68204",2790 Story Rd,San Jose,-121.82458000000001,37.352385999999996,Santa Clara,No hours listed
211,Rotten Robbie 42,455 E Julian St,San Jose,-121.88463999999999,37.344947999999995,Santa Clara,"Monday: 5:30 AM – 11:00 PM
Tuesday: 5:30 AM – 11:00 PM
Wednesday: 5:30 AM – 11:00 PM
Thursday: 5:30 AM – 11:00 PM
Friday: 5:30 AM – 11:00 PM
Saturday: 6:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM"
212,La Morenita Produce,575 1st St,Gilroy,-121.57967,37.013435,Santa Clara,"Monday: 10:00 AM – 7:00 PM
Tuesday: 10:00 AM – 7:00 PM
Wednesday: 10:00 AM – 7:00 PM
Thursday: 10:00 AM – 7:00 PM
Friday: 10:00 AM – 7:00 PM
Saturday: 10:00 AM – 5:00 PM
Sunday: 10:00 AM – 5:00 PM"
213,DOLLARTREE 7810,6741 Camino Arroyo,Gilroy,-121.55001999999999,37.001019,Santa Clara,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM"
214,7 Eleven 23585d 23585D,706 Benton St,Santa Clara,-121.941,37.351692,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
215,Grewal Food & Liquor,517 Mclaughlin Ave,San Jose,-121.86118,37.340286,Santa Clara,"Monday: 7:00 AM – 11:30 PM
Tuesday: 7:00 AM – 11:30 PM
Wednesday: 7:00 AM – 11:30 PM
Thursday: 7:00 AM – 11:30 PM
Friday: 7:00 AM – 12:00 AM
Saturday: 7:00 AM – 12:00 AM
Sunday: 7:00 AM – 11:30 PM"
216,King Tully Shell 161,1698 Tully Rd,San Jose,-121.82613,37.322044,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
217,Santana Row Farmers Market,378 Between Olin Ave & Olsen Dr.,San Jose,-121.94872,37.320434999999996,Santa Clara,"Monday: Closed
Tuesday: Closed
Wednesday: 4:00 – 8:00 PM
Thursday: Closed
Friday: Closed
Saturday: Closed
Sunday: Closed"
218,Walmart Neighborhood Market 3023,4055 Evergreen Village Square,San Jose,-121.77354,37.313759000000005,Santa Clara,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM"
219,7 Eleven 25950A,1002 W Evelyn Ave,Sunnyvale,-122.04517,37.383175,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
220,Target Store T-1927,879 Blossom Hill Rd,San Jose,-121.8614,37.25053,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
221,ECONO LIQUOR & FOODS,3112 McKee Rd,San Jose,-121.83538,37.375217,Santa Clara,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 12:00 AM
Saturday: 9:00 AM – 12:00 AM
Sunday: 9:00 AM – 11:00 PM"
222,SMART & FINAL 327,1265 S Mary Ave,Sunnyvale,-122.05061,37.352428,Santa Clara,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM"
223,LOS CUATES MARKET,1511 S Winchester Blvd,San Jose,-121.94997,37.296577,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
224,Target Store T-2238,3155 Silver Creek Rd,San Jose,-121.81133,37.307522,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
225,ROSE INTERNATIONAL MARKET,1060 Castro St,Mountain View,-122.08471999999999,37.384464,Santa Clara,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM"
226,Russian Cafe & Deli,1712 Winchester Blvd,Campbell,-121.94985,37.292248,Santa Clara,"Monday: 11:00 AM – 8:00 PM
Tuesday: 11:00 AM – 8:00 PM
Wednesday: 11:00 AM – 8:00 PM
Thursday: 11:00 AM – 8:00 PM
Friday: 11:00 AM – 8:00 PM
Saturday: 11:00 AM – 8:00 PM
Sunday: 11:00 AM – 6:00 PM"
227,Smart & Final 589,270 E 10th St,Gilroy,-121.56251999999999,37.00119,Santa Clara,"Monday: 6:00 AM – 10:00 PM
Tuesday: 6:00 AM – 10:00 PM
Wednesday: 6:00 AM – 10:00 PM
Thursday: 6:00 AM – 10:00 PM
Friday: 6:00 AM – 10:00 PM
Saturday: 6:00 AM – 10:00 PM
Sunday: 6:00 AM – 10:00 PM"
228,DOLLAR TREE 1254,331 N Capitol Ave,San Jose,-121.84388999999999,37.370739,Santa Clara,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM"
229,Habesha Mini Mart,394 Bird Ave,San Jose,-121.89923999999999,37.323505,Santa Clara,"Monday: 10:00 AM – 6:00 PM
Tuesday: 10:00 AM – 6:00 PM
Wednesday: 10:00 AM – 6:00 PM
Thursday: 10:00 AM – 6:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 10:00 AM – 6:00 PM
Sunday: 10:00 AM – 6:00 PM"
230,RITE AID 5984,6091 Meridian Ave,San Jose,-121.88434,37.229099,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
231,RITE AID 5985,1029 E Capitol Expy,San Jose,-121.82276,37.299416,Santa Clara,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM"
232,RITE AID 5987,3171 Meridian Ave,San Jose,-121.90483,37.268108000000005,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
233,Mi Rancho Supermarket,3840 Monterey Hwy,San Jose,-121.839,37.281898,Santa Clara,"Monday: 6:30 AM – 9:30 PM
Tuesday: 6:30 AM – 9:30 PM
Wednesday: 6:30 AM – 9:30 PM
Thursday: 6:30 AM – 9:30 PM
Friday: 6:30 AM – 9:30 PM
Saturday: 6:30 AM – 9:30 PM
Sunday: 6:30 AM – 9:30 PM"
234,Meridian Shell 160,1610 Meridian Ave,San Jose,-121.91351999999999,37.294090000000004,Santa Clara,No hours listed
235,RITE AID 5972,15920 Los Gatos Blvd,Los Gatos,-121.96231999999999,37.237125,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM"
236,RITE AID 5976,2620 El Camino Real,Santa Clara,-121.97408,37.352261,Santa Clara,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM"
237,RITE AID 5983,6215 Santa Teresa Blvd,San Jose,-121.80271,37.236954,Santa Clara,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 10:00 PM"
238,7 ELEVEN 21735D,998 Lundy Ave,San Jose,-121.87273,37.373653000000004,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
239,7 ELEVEN 14243C,3777 Lafayette St,Santa Clara,-121.95361000000001,37.387531,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
240,Seafood City Supermarket,3065 McKee Rd,San Jose,-121.83668,37.374424,Santa Clara,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM"
241,99 Cents Only Store 224,260 E 10th St,Gilroy,-121.56282,37.001133,Santa Clara,"Monday: 8:00 AM – 8:00 PM
Tuesday: 8:00 AM – 8:00 PM
Wednesday: 8:00 AM – 8:00 PM
Thursday: 8:00 AM – 8:00 PM
Friday: 8:00 AM – 8:00 PM
Saturday: 8:00 AM – 8:00 PM
Sunday: 8:00 AM – 8:00 PM"
242,Ernies Liquor,2808 S White Rd,San Jose,-121.79668000000001,37.324039,Santa Clara,"Monday: 8:30 AM – 11:00 PM
Tuesday: 8:30 AM – 11:00 PM
Wednesday: 8:30 AM – 11:00 PM
Thursday: 8:30 AM – 11:00 PM
Friday: 8:30 AM – 12:00 AM
Saturday: 8:30 AM – 12:00 AM
Sunday: 8:30 AM – 11:00 PM"
243,Target Store T-2088,533 Coleman Ave,San Jose,-121.90545,37.340714,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
244,MI RANCHO CARNICERIA,1383 Kooser Rd,San Jose,-121.88888999999999,37.246196999999995,Santa Clara,"Monday: 7:00 AM – 8:30 PM
Tuesday: 7:00 AM – 8:30 PM
Wednesday: 7:00 AM – 8:30 PM
Thursday: 7:00 AM – 8:30 PM
Friday: 7:00 AM – 8:30 PM
Saturday: 7:00 AM – 8:30 PM
Sunday: 7:00 AM – 8:30 PM"
245,Nob Hill 634,1250 Grant Rd,Mountain View,-122.0752,37.37775,Santa Clara,"Monday: 6:00 AM – 11:00 PM
Tuesday: 6:00 AM – 11:00 PM
Wednesday: 6:00 AM – 11:00 PM
Thursday: 6:00 AM – 11:00 PM
Friday: 6:00 AM – 11:00 PM
Saturday: 6:00 AM – 11:00 PM
Sunday: 6:00 AM – 11:00 PM"
246,Target Store T-0324,1811 Hillsdale Ave,San Jose,-121.91773,37.263228999999995,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
247,RITE AID 5975,16000 Monterey St,Morgan Hill,-121.6429,37.113049,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
248,7-Eleven 23879B,1496 N Milpitas Blvd,Milpitas,-121.9103,37.452343,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
249,EL RICO PAN BAKERY,231 Willow St,San Jose,-121.88287,37.318619,Santa Clara,"Monday: 4:00 AM – 9:45 PM
Tuesday: 4:00 AM – 9:45 PM
Wednesday: 4:00 AM – 9:45 PM
Thursday: 4:00 AM – 9:45 PM
Friday: 4:00 AM – 9:45 PM
Saturday: 4:00 AM – 9:45 PM
Sunday: 4:30 AM – 9:45 PM"
250,The Market At Edgewood,2170 W Bayshore Rd,East Palo Alto,-122.14575,37.462952,Santa Clara,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM"
251,El Sol Market,705 N 13th St,San Jose,-121.88821000000002,37.355553,Santa Clara,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM"
252,RITE AID 5886,2310 Homestead Rd,Los Altos,-122.06747,37.337677,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM"
253,RITE AID 5967,20580 Homestead Rd,Cupertino,-122.03343999999998,37.337524,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
254,RITE AID 5988,1550 Hamilton Ave,San Jose,-121.91188999999999,37.294403,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
255,RITE AID 5991,3055 McKee Rd,San Jose,-121.83698000000001,37.374214,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
256,RITE AID 5992,1030 S White Rd,San Jose,-121.82056000000001,37.3578,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
257,RITE AID 5993,1333 S Winchester Blvd,San Jose,-121.94998999999999,37.300133,Santa Clara,"Monday: 8:00 AM – 10:00 PM
Tuesday: 8:00 AM – 10:00 PM
Wednesday: 8:00 AM – 10:00 PM
Thursday: 8:00 AM – 10:00 PM
Friday: 8:00 AM – 10:00 PM
Saturday: 8:00 AM – 10:00 PM
Sunday: 8:00 AM – 10:00 PM"
258,Felipe's Market,1101 W El Camino Real,Sunnyvale,-122.0526,37.372906,Santa Clara,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM"
259,CHAVEZ SUPERMARKET,666 N Fair Oaks Ave,Sunnyvale,-122.01455,37.390240000000006,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM"
260,Fairground Shell 42,2180 Monterey Hwy,San Jose,-121.8614,37.304001,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
261,Queen Fresh Fruits,1111 Story Rd,San Jose,-121.85452,37.33234,Santa Clara,No hours listed
262,Market Day At Shires Memorial Center,180 N 4th St,San Jose,-121.88933,37.340237,Santa Clara,"Monday: 8:00 AM – 4:30 PM
Tuesday: 8:00 AM – 4:30 PM
Wednesday: 8:00 AM – 4:30 PM
Thursday: 8:00 AM – 4:30 PM
Friday: 8:00 AM – 4:30 PM
Saturday: Closed
Sunday: Closed"
263,"Nmso, Inc. 68203",1365 Kooser Rd,San Jose,-121.88805,37.245979,Santa Clara,"Monday: 5:00 AM – 11:00 PM
Tuesday: 5:00 AM – 11:00 PM
Wednesday: 5:00 AM – 11:00 PM
Thursday: 5:00 AM – 11:00 PM
Friday: 5:00 AM – 11:00 PM
Saturday: 5:00 AM – 11:00 PM
Sunday: 5:00 AM – 11:00 PM"
264,Meridian Chevron 96336,900 Meridian Ave,San Jose,-121.91353000000001,37.310562,Santa Clara,No hours listed
265,L&F FISH MARKET,1448 E Santa Clara St,San Jose,-121.86256000000002,37.349445,Santa Clara,"Monday: Closed
Tuesday: 8:00 AM – 3:00 PM
Wednesday: 8:00 AM – 3:00 PM
Thursday: 8:00 AM – 3:00 PM
Friday: 8:00 AM – 3:00 PM
Saturday: 8:00 AM – 3:00 PM
Sunday: Closed"
266,7-Eleven 14269A,350 N White Rd,San Jose,-121.83601999999999,37.375735999999996,Santa Clara,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours"
267,WALGREENS 02081,1760 Story Rd,San Jose,-121.84165,37.340786,Santa Clara,"Monday: 8:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM"
268,GREWAL FOOD & LIQUOR,1711 McLaughlin Ave,San Jose,-121.84651000000001,37.325378,Santa Clara,"Monday: 7:00 AM – 11:00 PM
Tuesday: 7:00 AM – 11:00 PM
Wednesday: 7:00 AM – 11:00 PM
Thursday: 7:00 AM – 11:00 PM
Friday: 7:00 AM – 11:00 PM
Saturday: 7:00 AM – 11:00 PM
Sunday: 7:00 AM – 11:00 PM"
